"cellcode","bio1","bio10","bio12","bio15","bio4"
"50kmE345N245",13.6701317715963,20.6072230356269,900.682552464616,23.0128355295266,531.71224987799
"50kmE350N245",13.4636972946621,20.7190470387518,849.365829880575,17.6298074579576,554.031513526687
"50kmE355N245",13.0621713729311,20.4570593963001,883.524148003895,14.8543086660176,562.316139240502
"50kmE360N245",12.6570124178232,20.1236303871439,940.227781835891,13.4180910640369,565.879912344775
"50kmE365N245",11.6717063684978,19.1670393777346,1323.26067087992,14.5062955760817,564.611570247931
"50kmE370N245",9.25975965040059,16.6331026948289,1640.90971109493,14.7367564942948,553.282908472932
"50kmE375N245",7.98706310679613,15.5857281553398,1100.30529126214,17.5698543689321,568.914344660193
"50kmE380N245",9.12357437515165,16.9544406697403,905.68398446979,22.7254792526086,585.977578257705
"50kmE385N245",9.11743452958295,17.0045101842871,1011.64219204656,26.7295101842872,592.464888457807
"50kmE390N245",11.796619820693,20.2692391567725,1004.86522897989,26.9077538163315,642.729270656653
"50kmE395N245",9.69891041162224,18.2326634382567,1471.93491525424,14.275593220339,656.444527845035
"50kmE400N245",4.33438634713146,13.3252602275478,1631.92081820383,10.9887194383926,698.282352941177
"50kmE405N245",-0.222562303411538,9.24634647955481,1536.61589644326,15.7228163561578,724.412823614806
"50kmE340N250",14.0331395348843,19.6336967054261,926.145809108527,37.5414001937985,426.349394379841
"50kmE345N250",13.585037557548,20.4215531863341,884.737799854618,25.7258541313302,524.075623939907
"50kmE350N250",12.968500604595,20.0997702539303,869.797557436517,20.1012817412334,543.743603385735
"50kmE355N250",12.5391414752117,19.8168440145103,955.926892382103,16.7016686819831,550.887690447403
"50kmE360N250",11.7511597004107,19.0823991302247,1098.77385841991,14.7864701618748,552.183498429576
"50kmE365N250",10.4880940892642,17.7941495778046,1460.10702050663,14.1481061519904,549.275295536789
"50kmE370N250",9.25351807228919,16.6057831325301,1384.72195180723,11.2323614457831,552.538120481926
"50kmE375N250",8.82163855421688,16.3613493975903,1143.08477108434,15.5370120481928,567.041180722891
"50kmE380N250",9.12270758122746,16.8988567990373,1091.53906137184,18.5896750902527,586.031119133579
"50kmE385N250",10.623015873016,18.7858104858104,899.724843674843,23.0387205387206,617.211471861472
"50kmE390N250",11.9242486174561,20.3939047848039,902.055181534023,22.6444578023564,643.377831209424
"50kmE395N250",11.1736791546589,19.7323727185399,1270.40840537944,15.1659221902018,657.902785782903
"50kmE400N250",7.88530964954394,16.6018722995679,1593.75650504081,11.4116898703792,680.436845895343
"50kmE405N250",0.891230177799161,10.2797453147525,2127.04034118213,10.6385631907737,731.145506967803
"50kmE410N250",0.433421305182363,9.97224088291748,1429.75772552783,17.460292706334,735.312643953939
"50kmE415N250",5.3375299760192,14.4147482014388,1734.0275059952,35.1422541966427,700.57052757794
"50kmE420N250",11.9425365970723,20.9647348212143,1640.65824334053,32.9599232061433,691.638636909046
"50kmE340N255",13.7185439229841,19.1764741275569,823.861107099878,34.732587244284,415.368471720818
"50kmE345N255",13.2380134518379,20.0200696613018,860.607206341581,27.2732404515974,518.443045880377
"50kmE350N255",12.7280499519693,19.7675552353506,880.351176753122,22.6373198847262,536.743059558121
"50kmE355N255",12.2669142309535,19.4476521322473,941.989338763779,19.1205318639196,543.463368471491
"50kmE360N255",11.4877394636015,18.7563218390804,1085.7117816092,16.0195162835248,546.449113984673
"50kmE365N255",10.5024413595022,17.7482527525132,1249.34171852561,13.6781713738631,544.795069411205
"50kmE370N255",9.99864864864862,17.3527744558719,1022.03857928726,11.8443195407797,552.641760344418
"50kmE375N255",10.194120458891,17.7595841300191,875.204612810705,20.011448374761,569.872084130018
"50kmE380N255",10.5946062052507,18.4184009546539,993.838066825775,18.1221718377088,590.192744630074
"50kmE385N255",10.781791080372,18.8762580491295,959.253589315524,16.7905556880515,611.45270689244
"50kmE390N255",11.7930582061066,20.1205868320609,1001.41564885496,15.906965648855,633.679914122141
"50kmE395N255",10.329094159714,18.5162932061978,1591.50719904648,13.6973778307508,625.260405244337
"50kmE400N255",9.41358436606289,17.7413250714967,1468.69873689227,11.7803145853193,643.83484270734
"50kmE405N255",5.5989523809524,14.4503095238095,1777.31885714286,12.0074285714287,692.9975
"50kmE410N255",0.765996191383027,10.3001309212092,1474.18440847417,13.9236134253748,752.588074268033
"50kmE415N255",0.547761371755204,9.95040485829961,1832.01719457013,22.5417242200524,727.79902357704
"50kmE420N255",5.00581450653983,13.9864090368609,2243.92256837098,33.5940071343638,695.845398335314
"50kmE425N255",3.52960353475044,12.561010269883,1847.555242417,35.8347743014091,711.515548125151
"50kmE430N255",1.28528297418899,10.8017167890125,1427.9443286763,33.8335780251006,763.704854368933
"50kmE340N260",13.4298710601718,18.7505730659031,745.938085004775,30.2529608404968,407.042645654251
"50kmE345N260",12.9489283162657,19.5324243867591,805.837723267446,26.8101214574899,504.440462014766
"50kmE350N260",12.3332539304433,19.3189852310625,905.572558361123,23.4813482610768,530.185159599808
"50kmE355N260",12.0049869078795,19.1808497976673,854.57169721495,20.1761723399191,543.113687217324
"50kmE360N260",11.9582025677603,19.3025677603423,869.283571088919,16.1721588207322,552.288183547312
"50kmE365N260",11.3892594350819,18.7520650367909,957.864182292904,13.2645383337289,553.642440066461
"50kmE370N260",11.1185022549252,18.6255518632803,879.610776169001,12.6201993828626,564.143104676003
"50kmE375N260",11.2776197249882,18.9913703176861,831.33781412992,16.2165481270745,581.962897107633
"50kmE380N260",11.5400307838029,19.5307482832109,846.216646933462,15.9627989580867,602.14425763675
"50kmE385N260",11.2607218934912,19.3932899408283,944.933065088758,13.5033136094675,614.069491124261
"50kmE390N260",11.7152153336491,20.0132986275434,940.366800757218,15.098935163275,630.057240889731
"50kmE395N260",11.2684975194898,19.4385896527283,1432.56602882117,13.0058351051265,623.770163004961
"50kmE400N260",8.10994331601323,15.8971658006613,1744.81832782239,10.2157534246576,598.755810108644
"50kmE405N260",9.35193716040622,17.4718757382471,1352.7204346799,12.614079848807,625.702386014646
"50kmE410N260",6.09931539187912,14.6427053824363,1590.33666194523,22.7504957507082,663.59579792257
"50kmE415N260",2.41739027843323,11.0004955167532,2033.68376592733,19.8045304388863,663.702619159982
"50kmE420N260",0.454322153991529,9.36299008030228,2308.67791686348,21.1617855455833,695.324964572511
"50kmE425N260",1.77306421152031,10.7313031161473,1644.3738904627,28.2771246458923,709.53963644948
"50kmE430N260",-1.11769629804289,8.07709266682388,1461.91242631455,32.4683800990333,732.015633105401
"50kmE435N260",-0.720443814919718,8.63656751652502,1147.69761567517,38.387134088763,741.51347969783
"50kmE335N265",13.4527033436096,18.3570192079667,784.579630068769,32.1938344794878,370.091202276496
"50kmE340N265",12.8654556213017,18.6087218934909,838.809112426035,31.0594082840237,441.61685207101
"50kmE345N265",12.2112254554057,18.9065649396735,879.6,27.8362905133665,508.195576058674
"50kmE350N265",11.6316075650119,18.5872813238768,878.302269503546,23.3497163120567,525.282836879435
"50kmE355N265",11.9276650943396,19.1304716981133,745.766155660377,18.8407547169811,544.094528301887
"50kmE360N265",12.0171617161718,19.4270391324849,753.04893917963,16.5737152286657,557.966289486086
"50kmE365N265",11.862246820537,19.3967734338199,806.117593028734,14.7316533207725,568.220678285435
"50kmE370N265",11.6980366799908,19.3283682106743,815.16616505996,12.7069127674583,576.014695509053
"50kmE375N265",11.5254641598122,19.3018683901291,832.813960047005,12.3384723854289,586.631445358403
"50kmE380N265",11.2869483568076,19.142558685446,964.428239436618,11.7233568075118,593.95730046948
"50kmE385N265",10.2168623767027,18.1109206200095,1111.94307186473,13.6735556599342,597.584053546267
"50kmE390N265",10.7944314185229,18.968264947245,866.589425556859,13.8579835873388,620.820093786638
"50kmE395N265",11.5911819887429,19.8985928705443,1013.57879924953,14.5528611632271,633.403095684806
"50kmE400N265",10.1248241912799,18.1183544303797,1479.14681200188,10.3186826066573,611.931036099386
"50kmE405N265",8.13903724525651,16.0587842586086,1499.35008198641,9.92923401264943,608.485078472708
"50kmE410N265",8.94489580894406,17.1345001170685,1317.99028330602,13.6718567080309,629.024795129946
"50kmE415N265",9.13140079643941,17.3073670648864,1404.24734129773,19.8185992035605,630.230639494027
"50kmE420N265",7.94274853801172,16.2687368421053,1821.64233918129,24.2088187134503,647.205988304092
"50kmE425N265",5.77978524743232,14.2929738562092,1799.12885154062,25.115639589169,673.703221288516
"50kmE430N265",2.23471636193156,10.9257383966245,2030.3758790436,26.7951945616503,687.794608532584
"50kmE470N265",8.07888993194084,17.3524642102794,939.100093874676,46.2272705937574,738.311264961276
"50kmE335N270",13.0083764705885,17.9860705882352,751.070423529412,32.0039764705882,382.270800000003
"50kmE340N270",12.4338383838383,18.5908268733851,833.308362696735,28.827460653042,472.641954428001
"50kmE345N270",11.8706896551726,18.5082453671123,851.638705137228,26.0098053014309,502.170654468691
"50kmE350N270",11.7661554671038,18.6827792086162,740.6436431749,21.2662374151253,522.167244205103
"50kmE355N270",12.0192649812737,19.1593164794004,677.353487827716,17.0532303370787,539.222261235956
"50kmE360N270",11.873305282842,19.2003506311363,714.901893408134,16.5206638616178,553.207012622727
"50kmE365N270",11.7917600373482,19.3187908496733,732.060760971056,14.9790616246498,566.704785247431
"50kmE370N270",11.6347770254493,19.2317417697877,813.006000466961,12.3783329441979,574.023301424238
"50kmE375N270",11.1115850815849,18.7415850815851,852.243193473194,11.1601165501164,576.742400932404
"50kmE380N270",10.955290142158,18.6519109764623,874.581239804243,10.4601258447914,582.952248893031
"50kmE385N270",10.505260707635,18.2453212290503,970.025232774673,10.2762337057727,588.024278398508
"50kmE390N270",10.0320530726257,17.8914804469274,929.599208566106,11.6866387337058,597.451955307262
"50kmE395N270",10.8310930232557,19.0391627906976,945.347953488374,14.0631627906976,625.744930232561
"50kmE400N270",10.8645479897746,19.0576923076922,1129.27543574251,12.8976295607715,624.756193353474
"50kmE405N270",10.0331901555607,18.2559670304157,1466.76751799396,14.9959832830276,628.90552588809
"50kmE410N270",10.0420539033456,18.4700046468401,1131.50464684015,14.5287407063197,644.317588289961
"50kmE415N270",8.79514856081707,17.0412720519964,1458.3984911792,12.7636490250697,635.793895078925
